hours_per_week,break_freq,sessions_per_week,task_completion_rate,forum_posts,prev_course_score,device_type,is_weekend_learner,final_project_score
4.692680899768591,0.6868706414330814,8,0.8553982842642702,25,41.37680018805898,2,0,21.293519944735404
30.101214309175212,0.23817703171101579,2,0.9612342385225007,5,87.62634692937363,1,1,33.419479873860084
13.167456935454494,0.7914714236974626,8,0.7306509511003642,2,54.067655142472674,1,0,24.154482093688674
9.129425537759532,0.9299820646891118,9,0.6869525048371624,5,57.48239700198757,0,0,25.463493116294806
2.0,0.8974959362830592,10,0.9149141902301212,8,100.0,0,1,28.535103371572536
2.0,1.292458873934775,4,0.6798349196837938,5,52.47415662240978,1,0,16.951419435477188
2.0,1.0873521363745045,6,0.5968151048097851,11,88.80002571808986,1,1,24.02485755930101
20.112308644799395,0.8364622027776435,7,0.8629219049948108,10,64.52013355195402,1,0,28.201939231083706
9.190821536272646,0.577460060652513,7,0.5235638017813106,10,48.845911210022976,2,0,15.231434122351326
12.312500617045902,0.18963148298230129,4,0.5645509072295036,14,43.539509425822445,2,0,16.269393945702564
2.0,0.8193309006683362,5,0.7163542662907916,31,66.57775489345886,2,0,19.399243567095834
35.03557475158312,0.7014409084472979,13,0.48912949320268767,22,48.14734481924828,2,0,28.264485803810096
17.86429543354675,0.7335241086603975,11,0.5816020409653767,49,60.56682798111479,0,0,24.729357138251576
2.3868762524894698,0.24814947240251076,4,0.6011474570649996,23,36.43213220647031,0,0,17.934186341677783
2.0067898874966335,0.2845803675577345,8,0.8314745188495724,29,70.31618392566294,2,1,22.536049865933197
2.0261142283225704,1.267703501861905,6,0.9496556308803312,28,41.86332374726409,0,0,26.604296676236586
3.627537294604771,0.5899670402064691,4,0.661513129069747,2,64.0987164893033,2,1,18.901111669214178
7.439278308608545,0.9773118252043064,5,0.7454309148840336,20,44.2430970366636,2,0,19.631302832662065
5.655370667803367,0.6186737922600702,12,0.7961643828769692,20,83.38818572336305,1,0,26.271895212742688
3.442229925539415,0.6192967602551834,9,0.5070739266303577,30,33.351382455958,2,0,13.904823532124226
9.463708738997987,1.1697600755902793,7,0.9409295557315024,23,60.75582536953461,0,1,36.99367082396742
2.0,0.4226413593704575,11,0.9637943070009453,50,73.39112351308123,2,0,22.92330162307579
3.4551551200240227,0.6487450619678149,10,0.7754418772717316,50,70.38328422756626,1,0,22.139401479554845
4.56277218220847,0.43885215381546877,11,0.903905948283466,22,46.29754219785076,0,1,24.301029710790015
6.08934687859775,0.4474692945273963,13,0.8666665889262509,6,38.90382001278979,1,0,19.507795421279
15.379360110309118,0.48849771434865386,9,0.7342064127013986,25,76.72087251773519,2,1,25.032180748579403
2.227358621286903,0.7085700457687633,7,0.8173021488425225,14,63.14491780972873,2,0,17.40345267908678
