reflection,roughness,type
15.536093788717194,14.888790423801774,1
16.491888821821803,13.314355615120592,1
8.392516765438772,10.184633858532305,0
15.614010707897897,14.031967473007914,1
9.243649254715697,8.577746290402326,0
8.484808937801448,11.366874267444524,0
12.490186152080538,15.709817841693567,1
8.221279751095722,11.496044311489182,0
9.553566385449471,10.194089992898308,0
15.378843401862806,12.99778387169151,1
10.244966571108723,9.49305682462887,0
11.009396536142816,14.561084854771359,1
15.047334970420385,14.590228078132625,1
12.794488148045403,16.4586752081661,1
14.096711622215182,11.036800150469194,1
14.781683642569007,14.967823378925086,1
9.076766753889096,8.648315394383665,0
13.127478629077034,12.4778649039607,1
14.361129769232853,17.90252467127059,1
10.614166700043425,10.757507710047305,0
11.0375399442579,9.489983601145253,0
9.124381746615242,8.617200269035663,0
9.353427115757473,8.918451996385604,0
17.235962319898256,13.091427615494991,1
14.073290105488557,14.060887536805824,1
10.045571839903813,9.348399652394184,0
11.586016816145353,8.76218450117315,0
15.975672601009798,13.822897209513382,1
13.875978971235952,13.817378737425074,1
16.296126248515545,15.828142777545974,1
10.082283989275425,11.065480375065352,0
16.418417386982966,15.972371680376071,1
9.559955513303017,10.130740577286092,0
13.744723066212607,13.320157926009088,1
10.823170583961915,10.073317967188403,0
14.115232836590383,12.075511663717146,1
9.549934528520756,10.6228499323475,0
9.63903383418092,11.159329803364248,0
14.770400159854574,13.200948740507133,1
8.296617560644846,9.94445230110338,0
15.83155054328803,14.873146555202924,1
13.722068511683437,13.80526895039986,1
16.206755491240415,13.686014484272201,1
9.904704467613048,10.27902152577034,0
10.478979825746391,10.333662105286948,0
9.00946367486931,9.433702270397228,0
13.022872994578329,13.274171248918517,1
10.710959968203491,10.44426331148604,0
15.976091098451489,14.2963994070386,1
10.721672064043235,8.87094822878277,0
11.477894044741516,9.481729781726353,0
9.922898290585897,10.341151974816643,0
10.590654830692309,11.108703580582908,0
9.910264305712774,11.440117215449472,0
10.747293605123263,10.610370265433465,0
14.06540366955868,16.54257656064613,1
14.605595135504913,13.963706590413626,1
9.813128355838641,9.560268941725825,0
10.243800713771199,9.435921369263271,0
10.166452208213055,10.49245126400815,0
13.517547423173927,17.11512197534126,1
13.034722654429785,15.391760192121856,1
11.89609209230046,16.62436511478041,1
10.624119817052154,10.62834550926428,0
9.848214904964417,10.588317206484577,0
10.024510174258943,10.49799829124545,0
10.366598246096848,9.060120213672645,0
10.361395605508413,11.53803656646597,0
14.335871201096992,16.046210644960766,1
14.928731391507796,17.08624320456755,1
9.823052772505951,9.201702755461547,0
15.49440022917071,13.259365125258032,1
15.429704950869867,14.430686247802736,1
15.062321634884835,14.349824196895252,1
9.657285483473231,9.19772273077838,0
11.550500492814077,9.001645959261209,0
9.284696290740031,10.679597748934675,0
10.256029734313875,10.982690983945513,0
13.839046783993657,14.671575388715416,1
14.189569369319617,16.90839349858743,1
11.846636996047666,8.929915233673848,0
10.198084760767856,9.855639588076057,0
11.14282281451502,10.751933032686773,0
13.77491661945121,14.188364680207314,1
9.832881919683146,10.146713686433323,0
15.62867948740902,14.146974730206345,1
8.551915658502676,8.592536225623444,0
9.37518142230432,10.026091050210834,0
10.361636025047634,9.354880245394876,0
15.618021250146944,13.942237295748939,1
8.33059471887863,10.543360192379936,0
13.793827228058461,15.429311820804408,1
8.937696286273894,10.47359243063518,0
11.665127152010374,13.357827258551131,1
10.73846657999541,10.17136828118997,0
8.998379990105084,9.718899707114046,0
10.371145873371308,9.396014813284179,0
8.30753537028518,11.529550319460613,0
14.288073674735047,13.536325303696248,1
11.441273289066116,8.564137848820561,0
10.02831837613046,10.029756139495746,0
9.885460154747383,11.23781631197346,0
10.440014450053333,9.49794577564739,0
15.584085213599078,14.33485837119374,1
15.945491819841664,13.965697906551677,1
11.340451297689679,15.892882251070986,1
13.686465114070963,12.72421931868605,1
9.929834288541352,8.339039066484009,0
10.071566237219393,9.522342553234884,0
9.300274492007414,10.213979910734222,0
11.867283999887235,16.25200047793323,1
10.096120776940984,9.537724711294958,0
15.778556231994497,15.0784299659976,1
10.443819428146229,10.774634053429336,0
17.966515020525552,11.74554450740727,1
13.75980080665004,15.007010114675698,1
15.53385564801446,17.659628609508907,1
12.206175406947224,14.666904002330211,1
8.159125768668355,8.720423033264298,0
10.338496407494414,9.584712086099199,0
9.441078152728412,10.377211875064521,0
11.465648768921554,9.774223699513465,0
14.496320348321685,15.250293442413387,1
15.723148550558156,11.39042933183285,1
9.362260015748683,9.469003044998182,0
10.822544912103188,8.779156350028977,0
11.577302276141737,15.747109031685756,1
15.628843348747367,14.71204734931993,1
10.128104414910789,9.318948342525118,0
9.74743184860684,8.752216818035151,0
10.500917187624381,9.022444755201448,0
15.167541614249956,13.1732214255072,1
9.791877749642724,9.506999065341168,0
15.424331203161985,11.772653047325145,1
9.272862824175132,9.752481364448496,0
9.447776955719029,10.63293181775551,0
8.081228784700958,9.973486124550783,0
10.583928185325965,9.64070790921294,0
14.284372424898116,15.501569138850712,1
9.964173960890049,11.564643655814006,0
12.40640970777968,14.642460645811472,1
16.292702639618796,14.761753634434434,1
10.322718560338089,9.172769056447677,0
10.840643548988725,9.34737602069761,0
10.924027019206902,9.81509786355701,0
10.954001763493203,10.651391251305798,0
14.689958214408675,12.983426945371841,1
9.892969640045441,8.964757677580625,0
14.478761765628771,16.01067566903472,1
17.132562057171093,13.79061555776724,1
9.338213535231612,10.852433334796224,0
17.111124004624962,12.620923112620364,1
11.382158991037528,10.648709887589643,0
9.073069528421916,9.9404746439382,0
9.31997527842151,10.232253697161003,0
12.060747924881987,11.755340842443204,0
