mean_engine_rpm,max_engine_rpm,mean_speed,max_speed,mean_trip_duration,mean_trip_distance,n_trips_per_day,mean_coolant_temp,mean_intake_temp,mean_oil_temp,mean_exhaust_temp,mean_oil_pressure,mean_boost_target,mean_fuel_pressure,mean_intake_pressure,mean_fuel_trim_long,mean_fuel_trim_short,mean_ignition_timing,mean_maf_rate,mean_afr,mean_fuel_consumption,mean_engine_load,max_engine_load,mean_throttle_pos,mean_accel_pedal_pos,max_accel_pedal_pos,mean_brake_pedal_pos,n_hard_accelerations,n_hard_brakings,mean_lambda_sensor_1,mean_lambda_sensor_2,mean_alternator_voltage,mean_knock_retard,max_knock_retard,max_intake_pressure,max_coolant_temp,is_tuned
2621.8868319017724,5638.439216117194,63.79806765443025,186.75350181115206,28.33602304674548,24.115324428738234,3.0353186543020887,89.27339548550572,24.420091822792543,105.0901191314534,632.4133178563059,298.68437787670695,111.55000895045363,3966.9457234913534,79.40219696638127,-5.05713805933598,-4.295671166013661,8.151706175231034,45.36347396416513,14.521538719029035,7.200463653277535,23.69423922385853,79.9994459612526,31.308089960015938,18.33554730342533,81.54520075976832,8.9243247412087,28.99771005374015,33.52261115554597,0.7518803136235355,0.678267204938859,14.410535851547351,-1.6717366028194378,5.209815794469655,144.71868726220012,113.53127172145528,0
2084.0063575038016,5467.297831103651,73.4282760333927,178.39971113259816,37.3634316261094,32.78948180798935,3.5903542594025195,94.2809749081485,46.11317677247503,112.63675335094018,592.6079759466761,298.54165068191344,139.39098627869836,3937.487816147259,88.25656063546887,-0.23698725395641437,-0.0535681485221588,8.14006579119502,53.80394023284801,14.642747283629044,6.48365501740763,57.004476778147335,60.93917641788512,28.020479688933158,20.84934554404861,42.34142022886344,16.09430144800708,23.6890833309648,17.835005634437614,0.6641648190028074,0.5688719762099638,14.483821210207843,-0.376139680225706,6.257195805427961,169.8667340877682,109.13065534276569,0
2800.180478322583,6347.207858760085,64.09981884805312,205.9213087822269,37.15829359747089,4.332752609995765,1.6388660838537192,98.91383800282351,32.214070389970196,94.6496703988228,696.0701004833268,307.2779102537415,111.34699670793877,3897.576871952175,86.1606479731504,-6.731828653797849,5.413173814716482,13.048981223964134,45.24364400045369,14.438493140493442,9.66523258720877,53.094158649815405,74.94198465888991,30.829256001796157,18.03285882052092,66.40513484989901,15.657055878296791,39.291031130338375,57.38649944521193,0.5296109784327547,0.7527670188296265,14.483973792526221,-3.9900125794354744,3.4946019202738188,194.92310890193522,113.94504611389392,1
2876.2258865564854,6201.483532236004,93.58247499621635,198.2019953223518,20.490431734798825,18.576422051349404,1.4183696574496114,90.71861260682877,34.42540717269249,95.63637474776887,603.6031301145066,276.2183457024885,127.0993990500675,3964.1024529964925,94.8301323397423,-3.576779607428015,7.084891644918271,11.533939472459915,42.26532979552768,14.741894653179102,9.306686565642664,26.727181431023837,73.32585507472665,25.78988160574913,17.57196495040875,53.6404579472127,9.326745251946733,64.23980631107764,33.286906871836436,0.6930040103343565,0.4990732482275618,14.336973076392816,-0.8484585115582883,-1.3758206982434276,167.3245428176114,107.71423257115448,0
1719.5859245384654,4876.166761911738,81.44681178705628,90.42532397670229,26.94017449493991,31.94983954454944,3.773446673506978,89.97371100811456,37.26828083762105,98.32906587301912,628.591582504814,282.8740709428532,117.4919111753094,3878.2557755275425,96.25109703422407,-1.2209567566554271,-4.856156573907847,10.097579957475356,45.410369848401395,13.976629385906268,4.550882402278453,59.95670744694268,79.76313442231238,27.057866247957506,13.334920884341882,112.95479512184508,19.518711838026572,48.42848422776537,42.416559137652015,0.5815575265345233,0.4319152947453578,14.76533949912675,-0.3396265966648898,3.486533908045949,184.89229659863943,108.33559676505772,0
1979.1281972550728,6898.142603650991,55.38708352924476,196.3572661328537,6.358979678478562,22.78720178011113,2.363329149027557,91.02344546276028,24.57728869529955,102.32972737053511,733.3707623599148,285.79101876408754,120.88893457718193,3659.374701879598,82.14589894713343,-2.1094267695718774,-2.1136147085499744,16.395292498426144,40.69531125584424,14.636641863519044,6.396130771834281,34.52186755254136,103.87179215113997,22.04099464399821,11.257022437079183,54.94330745225926,6.483354167457629,56.00277463933201,25.820019357297216,0.81194006771958,0.4070840243384621,13.95991441797183,-4.856540976091832,1.7099217616307874,169.686132891052,111.11873257515099,1
2551.1361612669143,5924.644339719333,55.22958849289396,149.8956177148775,25.99093008521929,39.60800574492976,1.3212324244896205,87.36831279606683,38.25832143872143,100.77614214098284,550.2823280923708,287.0680919760447,121.86073621221945,4258.7740849143065,108.20966228731933,3.6345380118496227,-1.5679839187319038,8.056165474601027,68.23978922708656,14.660397404805328,9.51037630320341,50.80978036107336,70.18051704861081,35.767943358449514,28.79510578000768,47.5413400237632,8.31374492349828,59.937702687766446,25.359414261479316,0.8818210507277607,0.6794947801418033,14.216984672910495,0.3364375011254549,6.865383030623384,147.49298044840174,109.00096609401213,0
2373.5029630625672,5111.255123827424,67.04545079228029,137.34813775653902,17.06010572168081,3.0889197017569785,4.948011938471094,93.05991348441928,31.64307615464795,104.83446390373672,755.9018445117009,287.5697507779172,111.08586486337043,4154.877320173521,93.08517639450126,-3.689138087027769,6.765160750562805,10.655030614892404,49.05361239388817,14.35180474516774,8.855572356375722,54.33192690980685,84.06369496692966,31.06368285048048,6.567531056780851,28.444428723451104,19.86225708754122,33.26461915186753,46.952696904957875,0.7637703234895461,0.5303935666679759,13.97670587354999,-4.459979751733641,3.2583721788289424,192.7035435909843,116.82227540481,1
2493.2795369982846,6951.027291483099,47.42971229361473,174.34579768879308,23.136175740394837,1.7199787846464005,2.5523079906093615,91.76470563632452,37.34962228460432,90.99850766227887,615.8105022532909,210.36700843855712,95.40756974241064,4562.978122950589,113.02927219948799,-12.349906223184753,-0.20497989655363902,9.634520560653518,37.70306007524119,14.585357162946389,8.198136563992525,41.326938859810376,82.20793814303805,26.728497923813883,19.850520961535196,54.45603492493369,5.472897079260458,19.381068183352696,15.204449679877357,0.6359386301590797,0.5859631450348959,15.17744422239537,-1.1133443840282764,5.682680579893454,141.6938174337569,111.24130795357935,0
2158.782428970568,6500.540457276923,77.4943245979873,192.32913327090034,8.14628135183305,31.236238199472613,5.224717405798037,88.31811916782924,30.375592635703725,103.17482951437239,581.2549948263228,303.90596351717807,135.32263491147407,4110.85540608079,97.89298761183288,-8.42886454665765,3.2239922586724137,8.962578485042553,17.87960785217296,15.035974654851522,10.211356134820367,58.64780001967934,85.59896235076444,23.654303845316143,19.487044642259114,71.84270985651561,13.73436659488523,33.25261513948192,17.056976446665058,0.7022283040187641,0.7094373009255096,14.50572187186546,-0.28953885659292455,6.922023124240707,142.55454895276412,104.92126904975669,0
