area,rooms,price
63.708610696262625,2.0,6477.362015565216
115.56428757689245,4.0,12483.195796267904
95.87945476302646,3.0,9605.617059683667
83.8792635777333,3.0,9898.010941068138
44.041677639819284,1.0,4767.001437864431
44.03950683025824,1.0,4025.371904817683
35.22752509513795,1.0,3037.3062604832385
107.95585311974416,4.0,11236.82151959601
84.1003510568888,3.0,8448.303713025954
93.7265320016441,3.0,9879.653447210456
31.85260448662222,1.0,3471.879260948994
117.29188669457949,4.0,11892.77421312951
104.91983767203796,3.0,10218.586908169593
49.11051996104486,2.0,4253.628383761554
46.36424704863906,2.0,4513.167228830395
46.50640588680905,2.0,5178.839985842641
57.381801866358394,2.0,5945.227058700941
77.22807884690141,3.0,7249.938495334147
68.87505167779042,2.0,7074.095630704634
56.21062261782377,2.0,5913.720951646796
85.06676052501416,3.0,8214.74733440085
42.55444745868377,1.0,4382.307298841141
56.29301836816963,2.0,5758.406196039963
62.97256589643225,2.0,5825.771440727914
71.04629857953324,2.0,7383.523538127466
100.66583652537122,3.0,10496.97591572124
47.97064039425238,2.0,5438.589661012877
76.28109945722505,2.0,8255.010971739957
83.31731119758382,3.0,7792.896435779837
34.18053714479979,1.0,2999.1411945224177
84.67903667112945,3.0,8875.421300717275
45.347171131856236,2.0,4891.610088641728
35.854643368675156,1.0,3892.9881800205394
115.39969835279999,4.0,13666.33558060736
116.90688297671034,4.0,12176.133553017617
102.7557613304815,3.0,10993.35895313845
57.41523922560336,2.0,6318.524804306937
38.79049026057455,1.0,4254.744651710354
91.58097238609412,3.0,9150.462616289238
69.61372443656413,2.0,7440.857053903046
40.983441136030095,1.0,3761.9315063342237
74.56592191001431,2.0,7438.182887631427
33.094966900369656,1.0,3116.8149161224137
111.83883618709038,4.0,11424.8206884022
53.290198344001524,2.0,6586.349117736907
89.62700559185838,3.0,8179.067962889963
58.053996848046985,2.0,6248.529779991955
76.80612190600297,2.0,6974.254255005471
79.20392514089517,3.0,7834.4265811948
46.63690099729743,2.0,5308.165398213427
117.26261649881027,4.0,11958.401659428759
99.76195410250031,3.0,9587.323021285378
114.55490474077702,4.0,11297.838619447717
110.5344615384884,4.0,11593.245028316178
83.81099809299766,3.0,8165.916493441198
112.96868115208052,4.0,11605.09740999904
37.96432518467275,1.0,3869.2184384191823
47.63845761772306,2.0,4538.045587969397
34.07045600194843,1.0,4529.017644857506
59.27972976869379,2.0,6344.932488028384
64.98095607205337,2.0,5585.5243138765345
54.42141285965063,2.0,5635.3684433497765
104.58637582367363,4.0,10327.74434998317
62.10779940242303,2.0,6736.996607640415
55.28410587186427,2.0,5232.1502179700765
78.84264748424236,3.0,7976.896527690787
42.683180247728636,1.0,4570.811664263092
102.19772826786357,3.0,10802.650423871417
36.709557931179376,1.0,3120.8075895900492
118.81982429404655,4.0,11914.731811484182
99.50202923669917,3.0,9862.730268089439
47.884411338075516,1.0,4511.776517520696
30.496990541124216,1.0,3982.4261742529698
103.39152856093507,3.0,10691.643711573985
93.61716094628554,3.0,8881.274117461031
95.61064512368885,3.0,10169.995485896272
99.41433120173512,3.0,11152.511218679829
36.66401865606813,1.0,4232.634495882387
62.261915568984534,2.0,5566.506573921446
40.42821535726168,1.0,3850.7044992930423
107.67930832880342,4.0,11601.386407473654
86.09683141448022,3.0,8405.848408638632
59.78082223673843,2.0,6299.991937746958
35.72025152574213,1.0,4009.342179288881
57.9884089544096,2.0,5435.375659651918
59.266498982407235,2.0,5996.887220209824
95.66455605042577,3.0,8095.821935008042
87.38017242196918,3.0,8375.823421529773
109.84914683186939,4.0,11058.630607490359
72.49934326457543,2.0,6726.042735475118
40.76348213444715,1.0,4942.553865410533
94.19203085006956,3.0,8854.132396026638
98.47065437552077,3.0,9777.043194203585
80.51494778125466,3.0,8266.865066768512
99.38704619591049,3.0,10809.341264124105
74.44160367279517,2.0,6826.229291689798
77.04595464437946,3.0,8436.177340515425
68.47869165226948,2.0,6952.985695736741
32.287721406968565,1.0,2788.0178151728815
39.710228429397404,1.0,4252.074580071376
