distance_km,weight_kg,delivery_time_min,delivery_cost,courier_rating,num_stops
7.039021349652886,35.059004843977384,47.66551501399881,363.3540904782282,4.914598072703152,7.0
45.151821463762815,27.036770134033958,24.969834619348482,334.7530163619456,2.9940410213091524,2.0
19.75118540318174,15.821617006173224,50.70296776508945,420.81086766885903,3.4461231743362477,7.0
13.6941383066393,40.78285347549396,54.15878617925735,445.6702316794584,2.588293138215179,4.0
2.544373056935194,34.394193041417026,53.396856718965594,271.40105394920505,,3.0
2.5439443787190776,8.549538497572119,61.21171088331933,216.8767046442222,2.842049646547923,3.0
0.8975815291302102,45.5908956324452,57.50883231823356,166.37946268967033,2.6209777353152806,0.0
30.16846296719909,41.215593524696864,51.88770118842655,400.7991326912544,3.5497178853379374,3.0
13.786232304408967,47.51509570795024,43.94751432812029,239.66333938261263,2.0165173974812625,3.0
18.468750925568855,36.42311566522382,20.08558599726013,134.71094070475172,2.022992097947676,1.0
0.3119896199870793,30.864052198821597,51.44427328698879,388.8578604530964,2.6572064273055735,0.0
52.55336212737468,21.203030296385634,48.115315307446664,599.299951743279,2.110164087502463,2.0
26.796443150320126,46.670059926023654,49.0736825579306,349.39290884601064,2.3240772623920742,4.0
3.580314378734205,43.370162530270214,25.84877136269536,433.8490774451642,3.016581948016255,6.0
3.0101848312449504,2.7383241702563756,28.784151893876064,358.1829358547565,4.4077570387394385,3.0
3.039171342483856,1.8051652376139742,60.797292799993556,340.1110346808857,3.7161459301079027,3.0
5.4413059419071566,19.134936660463456,44.406672692150174,441.90764829877685,3.5380031778692493,2.0
11.158917462912816,40.622389873700726,55.22251046058936,320.97254558113485,2.880466469624365,1.0
8.48305600170505,49.37016840108975,45.42477564195692,376.7392314071903,4.795261158298449,0.0
5.163344888309123,7.945636109624645,45.446342092436176,382.16978061960134,3.191045123711575,2.0
14.19556310849698,29.909470409930687,59.074257089639964,283.1909546356951,2.2612783003873145,6.0
